,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Argentina,1/9/2020,"$1,188,881",495,495,1539,"$4,387,017",3/17/2020
1,Aruba,12/12/2019,"$18,432",8,9,45,"$130,553",3/23/2020
2,Australia,12/27/2019,"$9,257,756",647,647,4158,"$33,990,155",10/5/2021
3,Austria,12/12/2019,"$597,779",125,125,988,"$3,926,754",3/17/2020
4,Bahrain,12/12/2019,"$313,412",38,38,107,"$1,586,480",3/17/2020
5,Belgium,12/11/2019,"$732,116",141,141,994,"$5,185,352",3/11/2020
6,Bolivia,12/12/2019,"$189,868",58,58,287,"$1,478,718",2/19/2020
7,Brazil,1/16/2020,"$4,183,542",1333,1333,4863,"$12,821,623",7/31/2020
8,Bulgaria,12/13/2019,"$169,781",0,0,0,"$812,422",2/19/2020
9,Cambodia,12/13/2019,"$176,814",138,138,371,"$428,686",1/29/2020
10,Central America,12/25/2019,"$1,476,878",484,484,1731,"$5,741,508",3/11/2020
11,Chile,12/26/2019,"$612,738",180,183,1021,"$3,251,690",3/23/2020
12,China,12/6/2019,"$25,210,000",113195,113195,161689,"$41,171,900",1/8/2020
13,Colombia,12/25/2019,"$1,652,708",553,578,2381,"$7,871,334",3/23/2020
14,Croatia,12/12/2019,"$207,746",111,111,485,"$949,258",3/9/2020
15,Curacao,12/12/2019,"$11,629",10,10,47,"$97,651",2/19/2020
16,Czech Republic,12/5/2019,"$592,445",128,128,968,"$3,171,890",10/19/2022
17,Denmark,12/5/2019,"$700,183",91,97,710,"$4,139,466",3/11/2020
18,Dominican Republic,12/12/2019,"$72,941",56,56,297,"$581,500",3/17/2020
19,East Africa,12/12/2019,"$10,908",4,4,28,"$38,120",2/19/2020
20,Ecuador,12/25/2019,"$513,603",135,135,638,"$2,763,616",3/17/2020
21,Egypt,12/11/2019,"$436,704",47,47,297,"$2,202,099",3/23/2020
22,Estonia,12/6/2019,"$91,632",36,36,167,"$470,770",2/4/2020
23,Finland,12/4/2019,"$320,914",151,151,682,"$1,735,653",3/17/2020
24,France,12/4/2019,"$5,830,161",676,676,4412,"$27,063,126",3/11/2020
25,Germany,12/12/2019,"$4,293,221",1270,1270,7750,"$25,804,304",3/23/2020
26,Greece,1/2/2020,"$337,651",130,130,414,"$827,180",2/25/2020
27,Hong Kong,12/12/2019,"$1,286,066",179,179,722,"$4,324,806",2/4/2020
28,Hungary,12/12/2019,"$459,577",73,79,511,"$2,240,642",10/19/2022
29,Iceland,12/6/2019,"$71,105",14,14,67,"$320,702",2/19/2020
30,India,12/13/2019,"$4,027,841",1889,1889,3824,"$10,057,455",3/11/2020
31,Indonesia,12/4/2019,"$6,422,047",1771,1771,5279,"$15,236,980",1/22/2020
32,Iraq,12/12/2019,"$113,015",16,16,93,"$539,834",3/2/2020
33,Israel,12/11/2019,"$592,014",55,55,408,"$2,925,261",10/19/2022
34,Italy,12/25/2019,"$5,526,866",0,45,84,"$13,979,853",10/19/2022
35,Jamaica,12/11/2019,"$50,499",9,9,75,"$524,033",2/26/2020
