,0,1,2,type
0,Jennifer Lawrence,,Katniss Everdeen,Leading Cast
0,Josh Hutcherson,,Peeta Mellark,Supporting Cast
1,Liam Hemsworth,,Gale Hawthorne,Supporting Cast
2,Woody Harrelson,,Haymitch Abernathy,Supporting Cast
3,Elizabeth Banks,,Effie Trinket,Supporting Cast
4,Julianne Moore,,President Alma Coin,Supporting Cast
5,Philip Seymour Hoffman,,Plutarch Heavensbee,Supporting Cast
6,Jeffrey Wright,,Beetee,Supporting Cast
7,Stanley Tucci,,Caesar Flickerman,Supporting Cast
8,Donald Sutherland,,President Snow,Supporting Cast
9,Willow Shields,,Primrose Everdeen,Supporting Cast
10,Sam Claflin,,Finnick Odair,Supporting Cast
11,Jena Malone,,Johanna Mason,Supporting Cast
12,Natalie Dormer,,Cressida,Supporting Cast
13,Mahershala Ali,,Boggs,Supporting Cast
14,Paula Malcomson,,Katniss' Mother,Supporting Cast
15,Evan Ross,,Messalla,Supporting Cast
16,Elden Henson,,Pollux,Supporting Cast
17,Wes Chatham,,Castor,Supporting Cast
18,Eugenie Bondurant,,Tigris,Supporting Cast
19,Sarita Choudhury,,Egeria,Supporting Cast
20,Stef Dawson,,Annie Cresta,Supporting Cast
21,Meta Golding,,Enobaria,Supporting Cast
22,Patina Miller,,Commander Paylor,Supporting Cast
23,Omid Abtahi,,Homes,Supporting Cast
24,Joe Chrest,,Mitchell,Supporting Cast
25,Michelle Forbes,,Lieutenant Jackson,Supporting Cast
26,Misty Ormiston,,Leeg #1,Supporting Cast
27,Kim Ormiston,,Leeg #2,Supporting Cast
28,Gwendoline Christie,,Commander Lyme,Supporting Cast
29,Robert Knepper,,Antonius,Supporting Cast
30,Mark Jeffrey Miller,,D4 Officiant,Supporting Cast
31,April Grace,,Doctor Aurelius,Supporting Cast
32,David Hallyday,,Greenhouse Guard #1,Supporting Cast
33,Linds Edwards,,Injured Career,Supporting Cast
34,"Thomas Blake, Jr.",,Rebel Sniper,Supporting Cast
35,Cameron MacConomy,,Pugnax,Supporting Cast
36,Desmond Phillips,,Commander of D5,Supporting Cast
37,Elle Graham,,Girl in Lemon Yellow Coat,Supporting Cast
38,Lacy Dmitriew,,Rebel Nurse,Supporting Cast
39,Kate Rachesky,,Capitol Girl,Supporting Cast
40,Phillip Troy Linger,,Katniss' Father,Supporting Cast
41,Bear Lawrence,,Everdeen Child #1,Supporting Cast
42,Theodore Lawrence,,Everdeen Child #2,Supporting Cast
0,Francis Lawrence,,Director,Production and Technical Credits
1,Peter Craig,,Screenwriter,Production and Technical Credits
2,Danny Strong,,Screenwriter,Production and Technical Credits
3,Suzanne Collins,,"Based Upon the Novel ""Mockingjay"" by",Production and Technical Credits
4,Nina Jacobson,,Producer,Production and Technical Credits
5,Jon Kilik,,Producer,Production and Technical Credits
6,Jo Willems,,Director of Photography,Production and Technical Credits
7,Philip Messina,,Production Designer,Production and Technical Credits
8,Alan Edward Bell,,Editor,Production and Technical Credits
9,Mark Yoshikawa,,Editor,Production and Technical Credits
10,Kurt and Bart,,Costume Designer,Production and Technical Credits
11,Charles Gibson,,Visual Effects Supervisor,Production and Technical Credits
12,James Newton Howard,,Composer,Production and Technical Credits
13,Suzanne Collins,,Executive Producer,Production and Technical Credits
14,Jan Foster,,Executive Producer,Production and Technical Credits
15,Joe Drake,,Executive Producer,Production and Technical Credits
16,Allison Shearmur,,Executive Producer,Production and Technical Credits
17,Debra Zane,,Casting Director,Production and Technical Credits
18,Jan Foster,,Unit Production Manager,Production and Technical Credits
19,Christopher Surgent,,First Assistant Director,Production and Technical Credits
20,Douglas Plasse,,Second Assistant Director,Production and Technical Credits
21,Charles Gibson,,Second Unit Director,Production and Technical Credits
22,Donna Sloan,,Executive in Charge of Production,Production and Technical Credits
23,Henning Molfenter,,Co-Producer,Production and Technical Credits
24,Charlie Woebcken,,Co-Producer,Production and Technical Credits
25,Christoph Fisser,,Co-Producer,Production and Technical Credits
26,Mika Saito,,Production Supervisor,Production and Technical Credits
27,Cameron MacConomy,,Associate Producer,Production and Technical Credits
28,Larry Dias,,Set Decorator,Production and Technical Credits
29,Dan Webster,,Supervising Art Director,Production and Technical Credits
30,Andrew Max Cahn,,Art Director,Production and Technical Credits
31,Priscilla Elliott,,Art Director,Production and Technical Credits
32,Lauren Polizzi,,Art Director,Production and Technical Credits
33,Jeffrey Harlacker,,Production Supervisor,Production and Technical Credits
34,Jennifer Vecchiarello,,Editor,Production and Technical Credits
35,Lauren Clark Carroll,,First Assistant Editor,Production and Technical Credits
36,Lara Khachooni,,First Assistant Editor,Production and Technical Credits
37,Micah Wolf,,Assistant Editor,Production and Technical Credits
38,Paul Alderman,,Assistant Editor,Production and Technical Credits
39,Madelaine Jereczek,,Assistant Editor,Production and Technical Credits
40,Skip Lievsay,,Supervising Sound Editor,Production and Technical Credits
41,Skip Lievsay,,Re-recording Mixer,Production and Technical Credits
42,Walter Garcia,,Visual Effects Producer,Production and Technical Credits
43,Ana Maria Quintana,,Script Supervisor,Production and Technical Credits
44,Jose Antonio Garcia,,Sound Mixer,Production and Technical Credits
45,Robert Fechtman,,Set Designer,Production and Technical Credits
46,Jim Hewitt,,Set Designer,Production and Technical Credits
47,Karl Martin,,Set Designer,Production and Technical Credits
48,Easton Smith,,Set Designer,Production and Technical Credits
49,Jim Tocci,,Set Designer,Production and Technical Credits
50,Ernie Avila,,Set Designer,Production and Technical Credits
51,Al Hobbs,,Set Designer,Production and Technical Credits
52,George Lee-McDonnell,,Set Designer,Production and Technical Credits
53,Ve Neill,,Make up,Production and Technical Credits
54,Nikoletta Skarlatos,,Make up,Production and Technical Credits
55,Conor McCullagh,,Make up,Production and Technical Credits
56,Camille Friend,,Hairstylist,Production and Technical Credits
57,Kim Santantonio,,Hairstylist,Production and Technical Credits
58,Barbara Cantu,,Hairstylist,Production and Technical Credits
59,Jeremy Peirson,,Sound Designer,Production and Technical Credits
60,Sam Hargrave,,Stunt Coordinator,Production and Technical Credits
61,R.A. Rondell,,Stunt Coordinator,Production and Technical Credits
