,0,1,2,type
57,Devon Murray,,Seamus Finnigan,Supporting Cast
58,William Melling,,Nigel,Supporting Cast
59,Simon Grover,,Death Eater,Supporting Cast
60,Freddie Stroma,,Cormac McLaggen,Supporting Cast
61,Isabella Laughland,,Leanne,Supporting Cast
62,Jessie Cave,,Lavender Brown,Supporting Cast
63,Anna Shaffer,,Romilda Vane,Supporting Cast
64,Josh Herdman,,Gregory Goyle,Supporting Cast
65,Amber Evans,,Twin Girl 1,Supporting Cast
66,Ruby Evans,,Twin Girl 2,Supporting Cast
67,Katie Leung,,Cho Chang,Supporting Cast
68,Sophie Thompson,,Mafalda Hopkirk,Supporting Cast
69,Georgina Leonidas,,Katie Bell,Supporting Cast
70,Scarlett Byrne,,Pansy Parkinson,Supporting Cast
71,Afshan Azad,,Padma Patil,Supporting Cast
72,Imelda Staunton,,Dolores Umbridge,Supporting Cast
73,David O Hara,,Albert Runcorn,Supporting Cast
74,Steffan Rhodri,,Reg Cattermole,Supporting Cast
75,Nick Moran,,Scabior,Supporting Cast
76,Toby Jones,,Dobby,Supporting Cast
77,Daniel Tuite,,Skinny Ministry Wizard,Supporting Cast
78,Daisy Haggard,,Ministry Lift Voice,Supporting Cast
79,George Potts,,Balding Wizard,Supporting Cast
80,Rose Keegan,,Red Haired Witch,Supporting Cast
81,Ned Dennehy,,Scared Man,Supporting Cast
82,Kate Fleetwood,,Mary Cattermole,Supporting Cast
83,Daniel Hill,,Bushy Haired Muttering Wizard,Supporting Cast
84,Rade Sherbedgia,,Gregorovitch,Supporting Cast
85,Jamie Campbell Bower,,Young Grindelwald,Supporting Cast
86,Hazel Douglas,,Bathilda Bagshot,Supporting Cast
87,Adrian Rawlins,,James Potter,Supporting Cast
88,Geraldine Somerville,,Lily Potter,Supporting Cast
89,Miranda Richardson,,Rita Skeeter,Supporting Cast
90,Michael Byrne,,Gellert Grindlewald,Supporting Cast
91,Dave Legeno,,Fenrir Greyback,Supporting Cast
92,Samuel Roukin,,Snatcher,Supporting Cast
93,Warwick Davis,,Griphook,Supporting Cast
0,David Yates,,Director,Production and Technical Credits
1,Steve Kloves,,Screenwriter,Production and Technical Credits
2,J.K. Rowling,,Based on the novel by:,Production and Technical Credits
3,David Heyman,,Producer,Production and Technical Credits
4,David Barron,,Producer,Production and Technical Credits
5,J.K. Rowling,,Producer,Production and Technical Credits
6,Lionel Wigram,,Executive Producer,Production and Technical Credits
7,Eduardo Serra,,Cinematographer,Production and Technical Credits
8,Stuart Craig,,Production Designer,Production and Technical Credits
9,Mark Day,,Editor,Production and Technical Credits
10,John Trehy,,Co-Producer,Production and Technical Credits
11,Tim Lewis,,Co-Producer,Production and Technical Credits
12,Alexandre Desplat,,Composer,Production and Technical Credits
13,Tim Burke,,Visual Effects Supervisor,Production and Technical Credits
14,Jany Temime,,Costume Designer,Production and Technical Credits
15,Fiona Weir,,Casting Director,Production and Technical Credits
16,Tim Lewis,,Unit Production Manager,Production and Technical Credits
17,Jamie Christopher,,First Assistant Director,Production and Technical Credits
18,Stephen Woolfenden,,Second Unit Director,Production and Technical Credits
19,Jed Loughran,,Sound Effects Editor,Production and Technical Credits
20,Gary Tomkins,,Art Director,Production and Technical Credits
