,0,1,2,type
0,Tom Holland,,Peter Parker / Spider-Man,Lead Ensemble Members
1,Michael Keaton,,Adrian Toomes/Vulture,Lead Ensemble Members
2,Zendaya,,Michelle,Lead Ensemble Members
3,Jon Favreau,,Happy Hogan,Lead Ensemble Members
4,Marisa Tomei,,Aunt May,Lead Ensemble Members
5,"Robert Downey, Jr.",,Tony Stark/Iron Man,Lead Ensemble Members
0,Donald Glover,,Aaron Davis,Supporting Cast
1,Tyne Daly,,Anne Marie Hoeg,Supporting Cast
2,Jacob Batalon,,Ned Leeds,Supporting Cast
3,Laura Harrier,,Liz Allan,Supporting Cast
4,Tony Revolori,,Flash Thompson,Supporting Cast
5,Bokeem Woodbine,,Shocker,Supporting Cast
6,Michael Chernus,,Phineas Mason/Tinkerer,Supporting Cast
7,Logan Marshall-Green,,Brice,Supporting Cast
8,Michael Barbieri,,Charles,Supporting Cast
9,Kenneth Choi,,Principal Morita,Supporting Cast
10,Hannibal Buress,,Coach Wilson,Supporting Cast
11,Martin Starr,,Mr. Harrington,Supporting Cast
12,Isabella Amara,,Sally Avril,Supporting Cast
13,Jorge Lendeborg Jr,,Jason,Supporting Cast
14,Jennifer Connelly,,Suit Lady,Supporting Cast
15,J J Totah,,Seymour,Supporting Cast
16,Selenis Leyva,,Ms. Warren,Supporting Cast
17,Abraham Attah,,Abe,Supporting Cast
18,Michael Mando,,Scorpion,Supporting Cast
19,Garcelle Beauvais,,Doris Toomes,Supporting Cast
20,Tiffany Espensen,,Cindy,Supporting Cast
21,Angourie Rice,,Betty Brandt,Supporting Cast
22,Wayne Pére,,History Teacher,Supporting Cast
23,Christopher Berry,,Randy,Supporting Cast
24,Tunde Adebimpe,,Mr. Cobbwell,Supporting Cast
25,Gwyneth Paltrow,,Pepper Potts,Supporting Cast
26,Hemky Madera,,Mr. Delmar,Supporting Cast
27,Zach Cherry,,Street Vendor,Supporting Cast
28,Kirk R. Thatcher,,Punk on Street,Supporting Cast
29,Yu Lew,,Car Jacker,Supporting Cast
30,Sondra James,,Yelling Woman,Supporting Cast
31,Bob Adrian,,Yelling Man,Supporting Cast
32,Gary Richardson,,Day Sleeper,Supporting Cast
33,Joe Hang,,Thai Waiter,Supporting Cast
0,Stan Lee,,Yelling Man,Cameos
1,Chris Evans,,Steve Rogers/Captain America,Cameos
0,Jon Watts,,Director,Production and Technical Credits
1,Kevin Feige,,Producer,Production and Technical Credits
2,Amy Pascal,,Producer,Production and Technical Credits
3,Jonathan Goldstein,,Screenwriter,Production and Technical Credits
4,John Francis Daley,,Screenwriter,Production and Technical Credits
5,Jon Watts,,Screenwriter,Production and Technical Credits
6,Christopher D. Ford,,Screenwriter,Production and Technical Credits
7,Chris McKenna,,Screenwriter,Production and Technical Credits
8,Erik Sommers,,Screenwriter,Production and Technical Credits
9,Stan Lee,,Story based on the Marvel Comic Book by,Production and Technical Credits
10,Steve Ditko,,Story based on the Marvel Comic Book by,Production and Technical Credits
11,Louis D’Esposito,,Executive Producer,Production and Technical Credits
12,Victoria Alonso,,Executive Producer,Production and Technical Credits
13,Patricia Whitcher,,Executive Producer,Production and Technical Credits
14,Jeremy Latcham,,Executive Producer,Production and Technical Credits
15,Stan Lee,,Executive Producer,Production and Technical Credits
16,Oliver Scholl,,Production Designer,Production and Technical Credits
17,Debbie Berman,,Editor,Production and Technical Credits
18,Dan Lebental,,Editor,Production and Technical Credits
19,Michael Giacchino,,Composer,Production and Technical Credits
20,Salvatore Totino,,Director of Photography,Production and Technical Credits
21,Mitch Bell,,Co-Producer,Production and Technical Credits
22,Brad Ricker,,Art Director,Production and Technical Credits
23,Beat Frutiger,,Art Director,Production and Technical Credits
24,Lauren Abiouness,,Art Director,Production and Technical Credits
25,Audra Avery,,Art Director,Production and Technical Credits
26,Gene Serdena,,Set Decorator,Production and Technical Credits
27,Louise Frogley,,Costume Designer,Production and Technical Credits
28,Sarah Halley Finn,,Casting Director,Production and Technical Credits
29,Steve Durkee,,Score Supervisor,Production and Technical Credits
30,Randall Wilkins,,Set Designer,Production and Technical Credits
31,Christopher Waegner,,Digital Effects Supervisor,Production and Technical Credits
